역,이름,주소,상세보기,메뉴
개화,장어&육해공바베큐,인천 계양구 벌말로 580,https://place.map.kakao.com/1413783392,메뉴 정보 없음
개화,엔제리너스 김포공항역사점,서울 강서구 하늘길 지하 77,https://place.map.kakao.com/1323178106,"딸기 스노우 (6,700원); 딸기라떼 (6,300원); 바닐라라떼 (5,500원); 카푸치노 (5,000원); 카페라떼 (5,000원); 돌체라떼 (5,900원); 딸기스파클링에이드 (6,300원); 레드자몽스파클링에이드 (6,300원); 리얼 방울토마토주스 (6,500원); 리얼 사과주스 (7,000원); 블루베리 스노우 (6,700원); 아메리카노 (4,500원); 에스프레소 (4,000원); 자바초코렛칩 스노우 (6,900원); 초콜릿라떼 (5,900원); 카페모카 (5,500원); 허니레몬 (5,500원); 제주말차 스노우 (6,900원); 카라멜마끼아또 (5,900원); 카페모카 (5,500원)"
개화,이디야커피 방화역점,서울 강서구 금낭화로 145 에어뷰21-1오피스텔 1층 126호,https://place.map.kakao.com/685753739,"생과일 수박주스 (5,800원); ICED 아메리카노 (3,200원); 콘마요 킬바사 핫도그 (4,800원); 허니 카라멜 브레드 (6,100원); 잉글리쉬 머핀 (4,500원); 떠먹는 티라미수 (5,400원); 꿀자몽 그래놀라 빙수(1인) (6,800원); 꿀자몽 그래놀라 눈꽃 빙수 (13,300원); 콜드브루 (4,200원); （R）블루베리 요거트 플랫치노 (5,000원); 생과일 토마토주스 (5,800원); 토마토 바질 에이드 (5,200원); 핑크펄 피치포멜로 에이드 (6,000원); (L)피치망고 드링킹요거트 (5,700원); (R)핑크펄 피치자몽 플랫치노 (5,200원); 내 맘대로 요거트 (5,000원); 든든 베리망고 세트 (8,700원); 달콤 초코 세트 (9,000원); 상큼 자몽 세트 (9,500원); 케로피 멜론 라떼 (4,500원); (R)포차코 요거젤리 소다 플랫치노 (4,200원); 갈릭쉬림프 프레첼 (2,300원); (변우석)스틱커피 오리지널 아메리카노 20T (5,200원); (변우석)스틱커피 오리지널 아메리카노 80+20T (16,900원); (변우석)스틱커피 골드블렌드 30T (5,900원); (변우석)스틱커피 골드블렌드 100T (15,200원); HOT 아메리카노 (3,200원); ICED 달달커피 (3,500원); ICED 제로슈가 달달커피 (3,500원); (L)ICED 넛츠 크림 라떼 (5,000원)"
개화,구사,서울 강서구 방화대로41길 46,https://place.map.kakao.com/1550656371,"스지탕 (9,000원); 비프카레 (9,000원); 육사시미 (9,000원); 볶음우동 (9,000원); 크림우동 (9,000원); 해장라면 (7,000원); 가라아게 (6,000원); 돈가스 (5,000원); 나초 (6,000원)"
개화,강서식당,서울 강서구 방화동로16길 36 1층,https://place.map.kakao.com/16623802,"연탄갈비 (1인분) (8,000원); 삼겹살 (1인분) (8,000원); 오리주물럭 (1인분) (8,000원); 옻오리탕 (한마리) (50,000원)"
개화,스타벅스 김포공항국제선점,서울 강서구 하늘길 38,https://place.map.kakao.com/1205763710,"피치 요거트 블렌디드 (6,500원); 씨솔트 카라멜 콜드 브루 (6,500원); 자몽 망고 코코 프라푸치노 (7,100원); 더블 머스캣 블렌디드 (6,700원); 바나나 아몬드 오트 프라푸치노 (7,900원); 초코 바나나 아몬드 오트 프라푸치노 (7,900원); 제주 말차 요거트 블렌디드 (6,500원); 스타벅스 망고 라떼 (6,500원); 칩 앤 칩 모카 프라푸치노 (6,700원); 스타벅스 꿀 호떡 크림 프라푸치노 (9,300원); 밀크카라멜 라떼 (5,800원); 아이스 밀크카라멜 라떼 (5,800원); 오늘의 커피 (4,500원); 카푸치노 (5,200원); 카페 라떼 (5,200원); 카페 모카 (5,700원); 카페 아메리카노 (4,700원); 카라멜 마키아또 (6,100원); 화이트 초콜릿 모카 (6,100원); 스타벅스 돌체 라떼 (6,100원); 자바 칩 프라푸치노 (6,500원); 망고 바나나 블렌디드 (6,600원); 아이스 자몽 허니 블랙 티 (5,900원); 자몽 허니 블랙 티 (5,900원); 콜드 브루 (5,100원); 디카페인 카페 아메리카노 (5,000원); 디카페인 카페 라떼 (5,500원); 제주 말차 라떼 (6,100원); 돌체 콜드 브루 (6,000원)"
개화,요쇼쿠 롯데백화점김포공항점,서울 강서구 하늘길 38 G층,https://place.map.kakao.com/160334284,"돈카츠오므라이스 (13,900원); 큐브부타동 (11,900원); 명란오일소바 (10,900원); 라유파이탄소바 (10,900원); 바질소바 (11,900원); 토마토소바 (10,900원); 함바그커리 (11,900원); 돈카츠커리 (12,900원); 경양함바그 (12,900원); 함바그오므라이스 (12,900원); 경양로스카츠 (13,900원); 로스카츠 (13,900원); 치킨난반동 (10,900원); 카츠동 (11,900원); 1인A세트 (15,800원); 2인A세트 (19,800원)"
개화,파리바게뜨 방화역점,서울 강서구 금낭화로 136 에어뷰 120~121호,https://place.map.kakao.com/8117351,"저당 그릭요거트 케이크 (13cm) (24,900원); 통단팥 듬뿍 우유팥빙수 (9,900원); 고구마케이크 (조각) (6,100원); 통곡물 베이글 (3,700원); 촉촉한 고칼슘 우유케익 (2,200원); 아이스 아메리카노 (4,000원); 쫄깃담백 루스틱 (half) (4,900원); 커피 아이스캔디 (1,800원); 딸기 아이스캔디 (1,800원); 바닐라 아이스캔디 (1,800원); 마늘바게뜨 (5,700원); 클래식 고구마 케이크 （18cm） (32,900원); 실키롤케익 (13,900원); 만월빵 (17,500원); 저당 그릭요거트 미니케이크 (9,900원); 저당 그릭요거트 컵케이크 (5,900원); 멀티그레인 호밀빵 (5,900원); 통곡물 깜빠뉴 (5,900원); 크랜베리 호밀깜빠뉴 (half) (5,900원); [파란라벨] 단백질 로만밀 식빵 (4,300원); [파란라벨] 고식이섬유 통밀 식빵 (5,300원); [파란라벨] 홀그레인 오트 식빵 (4,200원); [파란라벨] 고단백 곡물롤 (4,500원); (No 버터, 계란, 우유) 부드러운 모닝롤 (1,100원); (No 버터, 계란, 우유) 부드러운 모닝롤 (4개입) (3,900원); 튜나 호밀샌드위치 (6,700원); 건강한 치킨에그 샌드위치 (7,500원); 야채샐러드롤 (4,900원); 햄에그 곡물롤 (2,900원); 치킨에그 통곡물 샌드위치 (7,500원)"
개화,토담집,서울 강서구 초원로 59,https://place.map.kakao.com/2047540272,녹두삼계탕; 닭볶음탕; 찜닭; 전골; 수육; 가오리조림
개화,빵그리토스트,서울 강서구 방화동로 72,https://place.map.kakao.com/433287140,"햄+야채+햄+치즈+후라이 (3,000원); 빵+야채 (2,000원); 빵+야채+햄+치즈 (2,500원); 소세지빵 (2,500원); 소떡소떡 (2,000원)"
개화,행복밥상행운국수,경기 김포시 고촌읍 아라육로57번길 91,https://place.map.kakao.com/187345107,메뉴 정보 없음
개화,달리는커피 방화역점,서울 강서구 금낭화로 135 금강프라자빌딩 1층 136호,https://place.map.kakao.com/646793670,"호밀연어 샌드위치 (7,500원); 달커스페셜 샌드위치 (7,900원); 크림치즈 연어베이글 (8,500원); 로스트치킨 샐러드 (6,900원); 단호박에그 샐러드 (7,500원); 구운가지버섯 샐러드 (7,500원); 치폴레크래미 샐러드 (7,900원); 케이준치킨 샐러드 (7,900원); 시그니처 파스타 샐러드 (7,900원); 에그베이컨 샐러드 (8,500원); 리코타 치즈 샐러드 (8,900원); 연어샐러드 (8,900원); 모짜렐라 페퍼로니토스트 (5,000원); 모짜렐라 가지버섯 토스트 (5,000원); 핫치킨 토스트 (5,000원); 햄치즈 토스트 (4,500원); 카야치즈 토스트 (3,900원); 카야버터 토스트 (3,900원); 누텔라 바나나 토스트 (3,900원); 바질햄치즈 파니니 (5,500원)"
개화,삼미식당 롯데김포공항점,서울 강서구 하늘길 38 지하 2층,https://place.map.kakao.com/297378584,"수제돈까스+냉면+영양보리비빔밥 (8,000원); 제육비빔밥+멸치국수 (8,000원); 돼지수육+멸치국수+영양보리비빔밥 (9,000원); 우삼겹구이+열무비빔국수+영양보리비빔밥 (9,000원); 등심스테이크+냉면 (13,000원)"
개화,옛날찌개마을 방화본점,서울 강서구 양천로 99 1층,https://place.map.kakao.com/37983823,"뚝배기 김치찌개 (6,000원); 삼겹살 (2인이상) (12,000원); 냉밀면 (6,500원); 양푼돼지 김치찌개 (중) (14,000원); 양푼 동태탕 (중) (18,000원)"
개화,베트남노상식당 방화역점,서울 강서구 방화대로47가길 41 방화샤르망2오피스텔 1층,https://place.map.kakao.com/1577576908,노상 닭튀김; 넴능; 월남쌈; 푸팟 퐁커리; 소고기 볶음밥; 닭트남 쌀국수; 닭트남 까이 쌀국수; 숯불구이 쌀국수; 숯불구이 비빔 쌀국수; 똠얌꿍 쌀국수; 마라 쌀국수; 프리미엄 쌀국수; 숯불구이 덮밥; 나시고렝; 하이산 볶음밥; 고등어 쌀국수; 하노이 분짜; 닭껍질 튀김 쌀국수; 하노이 분보남보; 노상 팟타이
개화,노티드 김포롯데점,서울 강서구 하늘길 38 GM층,https://place.map.kakao.com/1895735249,"우유생크림 도넛 (3,900원); 스트로베리 크림 도넛 (3,900원); 클래식 바닐라 도넛 (3,500원); 라즈베리 도넛 (3,500원); 초코푸딩 도넛 (3,500원); 카야버터 도넛 (3,900원); 얼그레이 도넛 (3,500원); 레몬슈가 도넛 (3,500원); 민트초콜릿 크림 도넛 (3,900원)"
개화,별별달달 아이스크림할인점,서울 강서구 금낭화로 135 금강프라자빌딩 123호,https://place.map.kakao.com/1506803550,메뉴 정보 없음
개화,배스킨라빈스 방화역점,서울 강서구 금낭화로 146 방화오피앙상가 1층,https://place.map.kakao.com/7888147,"쿼터 (18,500원); 옹기종기팩 (31,200원); 파인트 (9,800원); 패밀리 (26,000원); 하프갤론 (31,500원); 아빠왔다팩 (15,600원); 초코바닐라 아이스모찌 (3,800원); 미피와 신나는 애니멀 파크 (30,000원); 진정한 치즈 케이크 (30,000원); 스노우 볼 와츄원 (29,000원); 카푸치노블라스트 오리지널 （Regular） (5,900원); 핸드팩세트（파인트 4EA） (39,200원); 버라이어티팩 (23,400원); 아이스 바움쿠헨 카페오레 (5,000원); 버터 쿠키 샌드 바닐라 카라멜 (4,800원); 버터 쿠키 샌드 애플 시나몬 (4,800원); 버터 쿠키 샌드 세트 (4개입) (17,700원); 그린티 킷캣 초콜릿 스틱바 (3,700원); 그린티 킷캣 선데 (4,000원); 아이스 청크쿠키 샌드 밀크 (5,000원); 아이스 마카롱 크림브륄레 (4,800원); 아이스 초코 도쿄바나나 쿠키샌드 (5,000원); 아이스 쿠키 샌드 바닐라 (4,300원); 아이스 후레쉬베리 (4,300원); 아이스 모찌 밤 티라미수 (3,800원); 쿠로미 스틱바 블랙소르베 제로 (3,100원); 마이멜로디 스틱바 딸기 요거트 (3,100원); 아이스 모찌 슈크림 (3,800원); 아이스 모찌 아몬드봉봉 (3,800원); 맥심 스틱바 슈프림골드 (1,900원)"
개화,은혜닭집,서울 강서구 양천로14길 13-9 1층,https://place.map.kakao.com/253896624,메뉴 정보 없음
개화,다이어스트레이츠,서울 강서구 방화대로47가길 41 방화샤르망2오피스텔 1층 106호,https://place.map.kakao.com/1471974794,"먹태 (17,000원); 나쵸칩 (8,000원); 오렌지쥬스 (5,000원); 짐 빔 하이볼 (7,500원); 봄 베이 하이볼 (8,000원); 잭콕 (9,000원); 버번콕 (9,000원); 캄파리 오렌지 (8,000원); 데킬라 선라이즈 (8,000원); 몽키 47 진토닉 (16,000원); 데킬라 페트론 실버 (16,000원); 우드포드 리져브 (15,000원); 발베니 12 (15,000원); 버드와이져 (6,000원)"
개화,솔아띠몽,서울 강서구 하늘길 38 롯데백화점 김포공항 지하 2층,https://place.map.kakao.com/1449104160,메뉴 정보 없음
개화,백채김치찌개 방화점,서울 강서구 방화대로47가길 41 방화샤르망2오피스텔 1층 101호,https://place.map.kakao.com/288585968,"1인분 (9,000원); 2인분 (18,000원); 3인분 (27,000원); 2인세트 (25,000원); 달걀말이 (7,000원)"
개화,김삿갓고향빈대떡,서울 강서구 방화대로47가길 41 1층,https://place.map.kakao.com/21331851,"두루치기 (18,000원); 오불고기 (20,000원); 주물럭 (18,000원); 오돌뼈 (15,000원); 똥집 (14,000원); 묵사발 (15,000원); 황태구이 (15,000원); 등심숙주볶음 (16,000원); 두부조림 (12,000원); 해물순두부 (18,000원); 오징어무침 (18,000원); 골뱅이소면 (19,000원); 닭볶음탕 (30,000원); 알탕 (18,000원); 생합탕 (16,000원); 돼지김치찌개 (17,000원); 꽁치김치찌개 (18,000원); 짬뽕탕 (18,000원); 쭈꾸미볶음 (20,000원); 꼼장어볶음 (20,000원); 낙지볶음 (22,000원); 오징어볶음 (18,000원); 닭발 (15,000원); 두부김치 (15,000원); 계란 (12,000원); 오징어수육 (13,000원); 번데기 (12,000원); 모듬전 (25,000원); 해물파전 (16,000원); 녹두빈대떡 (13,000원); 동그랑땡 (15,000원); 동태전 (15,000원); 감자전 (16,000원); 부추전 (13,000원); 김치전 (12,000원); 소세지전 (10,000원); 깻잎전 (15,000원); 고추전 (15,000원); 호박전 (13,000원)"
개화,피자스쿨 방화역점,서울 강서구 금낭화로 128 1층,https://place.map.kakao.com/1704329100,"고구마피자 (10,900원); 까르보네피자 (12,900원); 깐쇼새우피자 (14,900원); 나폴리피자 (12,900원); 닭안심살피자 (14,900원); 도이치바이트피자 (14,900원); 멕시칸바이트피자 (14,900원); 불고기피자 (11,900원); 비프퀘사디아피자 (13,900원); 스테이크피자 (13,900원); 아이리쉬포테이토피자 (12,900원); 아채퀘사디아피자 (13,900원); 직화파인애플피자 (13,900원); 직화홀릭바이트피자 (14,900원); 치즈피자 (8,900원); 치킨퀘사디아피자 (13,900원); 콤비네이션피자 (10,900원); 페퍼로니피자 (9,900원); 포테이토피자 (11,900원); 핫치킨피자 (10,900원); 더블갈릭바베큐피자 (13,900원); 고르곤졸라피자 (12,900원); 미트러버피자 (15,900원); 트러플포테이토피자 (13,900원); 오지치즈포테이토피자 (14,900원); 마라치킨피자 (13,900원); 치즈오븐크림스파게티 (6,900원); 트러플머쉬룸피자 (13,900원); 불닭고구마피자 (13,900원)"
개화,순치킨 방화점,서울 강서구 양천로14길 13 1층,https://place.map.kakao.com/259139937,메뉴 정보 없음
개화,하가네행복찌개,서울 강서구 양천로18길 8 1동 1층,https://place.map.kakao.com/2044586786,"부대찌개 (9,000원); 김치찌개 (9,000원); 제육볶음 (30,000원); 묵은지갈비찜 (45,000원); 버섯불고기전골 (48,000원); 생삼겹 1인 (16,000원); 목심 1인 (16,000원); 항정살 1인 (18,000원); 등심 1인 (43,000원)"
개화,가마솥순대국밥,서울 강서구 방화동로 116,https://place.map.kakao.com/18775939,메뉴 정보 없음
개화,이디야커피 방화동로점,서울 강서구 방화동로 95 1층,https://place.map.kakao.com/1514325271,생강차; 퓨어 페퍼민트; 스프링 캐모마일; 토피넛 라떼; 흑당 콜드브루; 연유 카페 라떼; 에스프레소; 에스프레소 콘파냐; 카라멜 마끼아또; 아포가토 오리지널; 콜드브루 아메리카노; 달달커피; 민트모카; 화이트 초콜릿 모카; 바닐라 라떼; 카페모카; 카푸치노; 카페 라떼; 카페 아메리카노; 디카페인 콜드브루 아메리카노; 초코 생크림 케이크
개화,장수순대국,서울 강서구 방화동로 98,https://place.map.kakao.com/1923772029,"순대국 (10,000원); 얼큰순대국 (11,000원); 특순대국 (11,000원); 육개장 (10,000원); 소머리곰탕 (10,000원); 술국 (17,000원); 얼큰특순대국 (12,000원); 머리고기 (15,000원); 머리고기＋순대국 (24,000원); 머리고기＋얼큰순대국 (25,000원); 머리고기＋특 순대국 (25,000원); 머리고기＋얼큰 특순대국 (26,000원); 머리고기＋술국 (30,000원); 머리고기＋얼큰술국 (31,000원); 순대한접시 (6,000원); 오소리감투 (14,000원); 공기밥 (1,000원); 콜라 (2,000원); 사이다 (2,000원); 처음처럼 (4,000원); 참이슬 후레쉬 (4,000원); 참이슬 오리지널 (4,000원); 진로 이즈백 (4,000원); 카스 (5,000원); 테라 (5,000원); 청하 (5,000원)"
개화,소담한연산뚝배기,서울 강서구 초원로14길 28-2 1층,https://place.map.kakao.com/17680489,"청국장 (8,000원); 해물된장 (8,000원); 양념돼지갈비(180g) (14,000원); 삼겹살(150g) (14,000원); (점심특선)청국장제육세트2인 (22,000원); 칡냉면-물냉 (8,000원); 칡냉면-비냉 (8,000원); 왕만두 (5,000원)"
개화,안스베이커리 롯데김포공항점,서울 강서구 하늘길 38 GF층,https://place.map.kakao.com/20306338,"소금빵 (2,900원); 명란바게트 (5,000원); 밀푀유 소보로 (5,800원); 몽블랑 (5,800원); 명장샌드위치 (9,000원); 뉴요커 소시지 (5,800원); 부드러운 크림롤 (5,900원); 호두 크림치즈 (6,700원); 생식빵 (6,200원); 모카빵 (5,400원)"
개화,만나국수전문,인천 계양구 벌말로 564 2층,https://place.map.kakao.com/455955799,비빔국수; 열무국수; 잔치국수; 왕만두; 콩국수; 비빔밥; 물비냉면; 열무냉면; 제육볶음; 차돌된장; 김치찌개; 순두부찌개
개화,토크쇼,서울 강서구 양천로14길 16,https://place.map.kakao.com/16043749,"골뱅이 (20,000원); 뼈없는닭발 (15,000원); 두부김치 (18,000원); 김치전/부추전 (15,000원); 오돌뼈 (15,000원); 제육볶음 (18,000원); 오징어볶음 (18,000원); 칠면조훈제 (25,000원); 닭똥집 (15,000원); 계란말이 (15,000원); 계란찜 (12,000원); 닭도리탕 (35,000원); 동태탕 (20,000원); 김치찌개 (15,000원); 부대찌개 (19,000원); 오징어 (18,000원); 먹태 (20,000원); 쥐포 (15,000원); 한치 (18,000원); 대구포 (15,000원); 노가리 (18,000원); 육포 (15,000원); 번데기 (12,000원); 은행+땅콩 (20,000원); 과일사라다 (19,000원); 과일안주 (20,000원); 과일황도 (15,000원)"
개화,왕장군주먹고기 방화점,서울 강서구 방화대로 337,https://place.map.kakao.com/23003489,"모듬주먹 (200g) (12,000원); 통상겹 (200g) (12,000원); 가브리 (200g) (12,000원); 한주먹 (200g) (12,000원); 갈매기 (150g) (12,000원)"
개화,삼락 방화점,서울 강서구 초원로 32,https://place.map.kakao.com/16092880,"생삼겹살 (1인분) (12,000원); 생목살 (1인분) (12,000원); 대패삼겹살 (1인분) (8,000원); 우삼겹살 (1인분) (8,000원); 차돌박이 (1인분) (12,000원); 우동볶음 (3,000원); 알볶음밥 (2,000원); 계란찜 (3,000원); 잔치국수 (4,000원); 물냉면 (4,000원); 비빔냉면 (4,000원)"
개화,추오정남원추어탕,경기 김포시 고촌읍 김포대로 177-12 1층,https://place.map.kakao.com/15216353,"통추어탕 (12,000원); 추어정식(1인) (15,000원); 활전복추어탕 (15,000원); 치즈돈까스 (8,000원); 훈제오리보쌈 (40,000원)"
개화,정가네,서울 강서구 방화동로 87 1층,https://place.map.kakao.com/1910685376,"생삼겹살 (13,000원); 생갈비살 (15,000원)"
개화,동성옛날통닭,"서울 강서구 금낭화로23길 8 방화7단지동성아파트 상가 1층 112,122호",https://place.map.kakao.com/850445016,"동성옛날통닭 (8,000원); 양념통닭 (10,000원); 마늘통닭 (10,000원); 순살 후라이드(다리살) (9,000원); 닭강정(다리살) (9,000원)"
개화,훈이자카야,서울 강서구 금낭화로 145 1층 117호,https://place.map.kakao.com/1920384975,메뉴 정보 없음
개화,여우야여우야,서울 강서구 금낭화로 145 에어뷰21-1오피스텔 1층 119호,https://place.map.kakao.com/830930458,메뉴 정보 없음
개화,토리아에즈 방화점,서울 강서구 금낭화로23길 8 1층,https://place.map.kakao.com/6312450,"토마토말이 (3,300원); 노가리 (4,500원); 명란 (4,500원); 계란구이 (2,000원); 팽이말이 (2,900원)"
개화,던킨 김포공항국제선점,서울 강서구 하늘길 38 1층,https://place.map.kakao.com/1824399315,페이머스 글레이즈드; 스트로베리 필드; 바바리안필드; 보스톤 크림; 올리브 츄이스티; 카푸치노 츄이스티; 카카오 후로스티드; 카카오하니딥; 허니후리터; 해피 먼치킨컵(10개); 트러플치즈베이글; 바질 베이글; 깜빠뉴 베이글; 소시지 인 치즈 베이글; 플레인 베이글; 허쉬 초코 머핀; 블루베리베이글; 콜드브루 아메리카노(S); 던카치노 하와이안코나; 레몬에이드(R); 두바이스타일 초콜릿도넛
개화,신전떡볶이 공항점,서울 강서구 방화동로 75 1층 1호,https://place.map.kakao.com/24346216,"로제떡볶이 (5,000원)"
개화,더웨스트햄릿,서울 강서구 양천로14길 6,https://place.map.kakao.com/23970598,메뉴 정보 없음
개화,공차 김포공항국제선점,서울 강서구 하늘길 38 2층,https://place.map.kakao.com/834639838,"블랙밀크티+펄(L) (4,700원); 망고 요구르트 + 화이트펄(L) (5,200원); 우롱티 + 코코넛 + 밀크폼(L) (4,700원); 초콜렛 밀크티 + 밀크폼(L) (4,700원); 딸기 쿠키 스무디 + 펄(L) (5,900원); 블랙 밀크티(L) (4,500원); 얼그레이 밀크티(L) (4,500원); 우롱 밀크티(L) (4,500원); 초콜렛 밀크티(L) (4,500원); 자스민 밀크티(L) (4,500원); 타로 밀크티(L) (4,500원); 제주 그린 밀크티(L) (4,900원); 브라운슈가 쥬얼리 밀크티(L) (5,500원); 자스민티(L) (4,000원); 블랙티(L) (4,000원); 블랙 스파클링 티(L) (4,300원); 얼그레이티(L) (4,000원); 얼그레이 스파클링 티(L) (4,300원); 우롱티(L) (4,000원); 우롱 스파클링 티(L) (4,300원); 자스민 스파클링 티(L) (4,300원); 제주 그린 스무디(L) (5,700원); 청포도 스무디(L) (5,300원); 망고 스무디(L) (5,700원); 망고 요구르트(L) (5,000원); 자몽 요구르트(L) (5,000원); 망고 주스(L) (4,600원); 자스민 요구르트(L) (5,000원); 얼그레이 아메리카노(L) (4,200원); 카페 모카(L) (4,500원); 아메리카노(L) (3,700원); 카페라떼(L) (4,200원); 바닐라 카페라떼(L) (4,500원); 공차슈페너(L) (4,300원)"
개화,누구나홀딱반한닭 방화사거리점,서울 강서구 양천로16길 19 1층,https://place.map.kakao.com/507034814,"바베큐쌈닭＋쫄뱅이 (43,900원); 후레쉬쌈닭 (24,900원); 바베큐쌈닭 (24,900원); 순살 바사칸닭 (21,900원); 촉촉칸치빵파티 (29,900원); 바사칸치빵파티 (29,900원); 촉촉칸닭＋쫄뱅이 (38,900원); 바사칸닭＋쫄뱅이 (38,900원); 후레쉬쌈닭＋쫄뱅이 (43,900원); 쌈닭화히타＋쫄뱅이 (43,900원); 쌈닭파이팅+ 쫄뱅이 (42,900원); 쌈닭화히타 (24,900원); 쌈닭파이팅 (23,900원); 쏘핫레드홀릭 (22,900원); 마라크런킹 (23,900원); 바사칸닭 (19,900원); 양념에 반한닭 (21,900원); 간장에 반한닭 (21,900원); 양념간장에 반한닭 (22,900원); 간장레드에 반한닭 (23,900원); 크런킹 (23,900원); 순살 쏘핫레드홀릭 (24,900원); 순살 마라크런킹 (25,900원); 순살 양념에 반한닭 (23,900원); 순살 간장에 반한닭 (23,900원); 순살 양념간장에 반한닭 (24,900원); 순살 간장레드에 반한닭 (25,900원); 순살 크런킹 (25,900원); 쏘핫레드그릴 (21,900원); 촉촉칸파닭 (21,900원)"
개화,이삭토스트 개화산역점,서울 강서구 양천로14길 78 1층,https://place.map.kakao.com/21655911,"프렌치 햄치즈 (4,500원); 스크램블 햄치즈 (4,600원); 계란후라이 햄치즈 세트 (7,900원); 프렌치 햄치즈 세트 (7,700원); 그릴드 불갈비 세트 (8,900원); 베이컨 베스트 세트 (8,200원); 햄치즈 토스트 (3,900원); 햄스페셜 토스트 (4,500원); 베이컨 베스트 (5,000원); 베이컨 포테이토 피자 (6,100원); 햄치즈 포테이토 (5,100원); 복숭아잼 베이컨 베스트 세트 (8,300원); 복숭아잼 에그마요 세트 (8,300원); 계란후라이 스페셜 세트 (8,100원); 스크램블 햄치즈 세트 (7,800원); 스크램블 베이컨 세트 (8,700원); 감자 스페셜 세트 (8,700원); 햄치즈 토스트 세트 (7,100원); 햄스페셜 토스트 세트 (7,700원); 베이컨 포테이토 피자 세트 (9,300원); 딥치즈 베이컨 세트 (8,500원); 딥치즈 베이컨 포테이토 세트 (9,200원); 햄치즈 포테이토 세트 (8,300원); 복숭아잼 베이컨 베스트 (5,100원); 복숭아잼 에그마요 (5,100원); 계란후라이 햄치즈 (4,700원); 계란후라이 스페셜 (4,900원); 프렌치 에그마요 (4,600원); 콘베이컨 에그마요 (5,000원); 포테이토 에그마요 (5,400원)"
개화,토담집,서울 강서구 양천로14길 32 1층,https://place.map.kakao.com/16044115,"동태탕（2인분） (23,000원); 뼈다귀탕（2인분） (23,000원); 고등어조림（2인분） (23,000원); 코다리조림（2인분） (23,000원); 된장찌개 (12,000원); 김치찌개 (12,000원); 부대찌개 (12,000원); 청국장 (12,000원); 동태전골(중) (26,000원); 동태전골(대) (36,000원); 오삼불고기（2인분） (24,000원); 제육볶음 （2인분） (23,000원); 오징어 무침 (14,000원); 공기밥 (1,000원); 사이다 (2,000원); 콜라 (2,000원)"
개화,호래이드림,서울 강서구 양천로14나길 29,https://place.map.kakao.com/1191072271,메뉴 정보 없음
개화,지유우나,서울 강서구 양천로24길 78 백호빌딩 1층 101호,https://place.map.kakao.com/3550817,"2+한우육회 (26,000원); 마라꿔바로우 (19,000원)"
개화,목돈72 방화점,서울 강서구 양천로 90,https://place.map.kakao.com/2020867351,"육즙목살(180g) (15,000원); 통삼겹살(180g) (15,000원); 등심덧살(150g) (16,000원); 쫄깃갈매기살(150g) (16,000원); 통항정살(150g) (17,000원); 벌집껍데기(180g) (8,000원)"
개화,개구쟁이,서울 강서구 양천로 55,https://place.map.kakao.com/18828193,메뉴 정보 없음
개화,더벤티 롯데마트김포공항점,서울 강서구 하늘길 38 지하 2층,https://place.map.kakao.com/226933708,"수박주스; 수박라떼; 수박멜론크러쉬; 초코라떼 (3,500원); 복숭아아이스티 (3,000원); 말차프라페 (3,900원); 에스프레소쉐이크; 콜드브루라떼 (3,800원); 카페모카 (3,500원); 아인슈페너; 헤이즐넛딥라떼 (3,500원); 아이스 아메리카노 (2,000원); 군고구마라떼; 딸기라떼 (3,500원); 바닐라딥라떼 (3,500원); 핫 아메리카노 (1,500원); 자몽에이드 (3,900원); 자바칩프라페 (3,900원); 초코쉐이크; 카페라떼 (3,000원); 콜드브루 (3,300원); 토피넛라떼; 흑설탕버블티"
개화,카페모모,경기 김포시 고촌읍 아라육로58번길 105-1 유호프라자 101호,https://place.map.kakao.com/135760871,"（수제）꾸덕그릭요거트 그래놀라 (6,500원); （수제）꾸덕그릭요거트 블루베리 (8,000원); （수제）꾸덕그릭요거트 딸기 (8,500원); （수제）꾸덕그릭요거트 청포도 (8,000원); （수제）꾸덕그릭요거트 키위 (8,000원); （수제） 꾸덕그릭요거트 사과 (8,000원); 수제 구운그래놀라 (4,000원); 아메리카노 (3,500원); 바닐라빈아메리카노 (4,300원); 헤이즐넛아메리카노 (4,000원); 카페라떼 (4,000원); 바닐라빈라떼 (4,800원); 헤이즐넛라떼 (4,500원); 카페모카 (4,500원); 카라멜라떼 (4,500원); 연유라떼 (4,500원); 오렌지라떼 (5,800원); 콜드브루 (4,500원); 콜드브루라떼 (5,000원); 돌체콜드브루라떼 (5,500원); 아이스티（복숭아） (3,500원); 아이스티샷추가 (4,000원); 그린티라떼 (4,500원); 초코라떼 (4,500원); 고구마라떼 (4,500원); 오곡라떼 (4,500원); 말차라떼 (5,500원); 요거트 스무디 (5,000원); 망고 스무디 (6,500원); 딸기요거트스무디 (6,500원)"
개화,달콤커피 김포공항특설매장점,서울 강서구 하늘길 38 3층,https://place.map.kakao.com/594670777,그린티 라떼; 그린티 아이스 블렌디드; 바닐라 아이스 블렌디드; 바닐라라떼; 스트로베리 라떼; 아메리카노; 유자차; 초콜릿 아이스 블렌디드; 카라멜 마끼아또; 카라멜 아이스 블렌디드; 카페라떼; 카푸치노; 더블 모카 라떼; 더블 초콜릿 라떼; 골드 고구마 라떼; 자몽 에이드; 레몬 에이드; 청포도 에이드; 복숭아 아이스티
