역,이름,주소,상세보기,메뉴
가락시장,참고깃간직영정육식당,서울 송파구 중대로 60 2층,https://place.map.kakao.com/710564010,"한우육회비빔밥 (8,000원); 된장찌개 (6,000원); 회냉면 (7,000원); 불고기전골 (11,000원); 고담 제육볶음 (6,000원)"
가락시장,가락정초밥,서울 송파구 송파대로28길 27 성원상떼빌 102동 121호,https://place.map.kakao.com/34482794,"가락초밥(13p) (24,000원); 점심특선(10p) (12,500원); 모둠초밥(12p) (17,000원); 정초밥(8p) (30,000원); 특모둠초밥(12p) (20,800원); 오늘의초밥(10p) (14,000원)"
가락시장,우쿠야 가락점,서울 송파구 송파대로30길 16 지하 1층,https://place.map.kakao.com/21404204,"왕돈까스 (13,500원); 매운철판돈까스 (14,500원); 등심돈까스 (11,500원); 와사비크림돈까스 (14,000원); 고르곤졸라돈까스 (14,000원); 모짜렐라치즈돈까스 (13,500원); 적셔먹는돈까스 (13,500원); 한우샤브샤브 2人 (48,000원); 소고기샤브샤브 2人 (29,000원); 버섯샤브샤브 2人 (41,000원); 공기밥 (1,000원); 중우동 (4,000원); 왕새우튀김 1마리 (3,000원); 왕새우튀김 5마리 (13,000원); 사이다 (2,000원); 콜라 (2,000원)"
가락시장,생마차 가락점,서울 송파구 송이로20길 18 1층,https://place.map.kakao.com/169045739,"오이사라다 (4,000원); 생강토마토 (6,500원); 설탕토마토 (6,500원); 땡초물만두 (6,000원); 은행구이 (7,000원); 네기마요 타코야끼 (9,000원); 가마보꼬 오뎅 (9,000원); 치즈라면 (5,000원); 포테토스프 (7,000원); 순두부열라면 (7,000원); 어묵우동 (7,000원); 닭껍질교자 (10,000원); 아지후라이 (9,000원); 비빔만두 (7,000원); 파래어묵튀김 (7,000원); 매콤양념오뎅튀김 (6,000원); 후렌치후라이 (4,500원); 고등어소금구이 (7,000원); 오꼬노미야끼 (10,000원); 명란구이 (7,000원); 테바나카 (900원)"
가락시장,할매솥뚜껑삼겹살 가락점,서울 송파구 양재대로62길 37-1 1층,https://place.map.kakao.com/229932541,"흑돼지 숙성 한판 (600g) (30,000원)"
가락시장,백년전그집,서울 송파구 송파대로 201 송파테라타워2 B동 1층 113~114호,https://place.map.kakao.com/1325848320,"보양감자탕 (중) (32,000원); 뼈해장국 (11,000원); 소갈비효종갱 (14,000원); 아롱사태왕갈비효종갱 (20,000원); 흑미삼계탕효종갱 (18,000원); 효종갱보양탕 (중) (49,000원); 한우곱창전골 (중) (55,000원); 흑미삼계닭한우곱창전골 (중) (62,000원); 소갈비한우곱창전골 (중) (65,000원)"
가락시장,흑돈1931,서울 송파구 송파대로30길 41-26 1층,https://place.map.kakao.com/857708329,"삼겹살 (17,000원)"
가락시장,남원추어탕숙회,서울 송파구 중대로9길 28,https://place.map.kakao.com/10185476,"추어탕 (10,000원); 통추어탕 (12,000원); 숙회 (30,000원); 추어만두 (6,000원)"
가락시장,강화통통생고기 가락점,서울 송파구 송이로20길 16 1층,https://place.map.kakao.com/454307861,"숙성 삼겹살(160g) (16,000원); 얼큰 고추장찌개 (7,000원); 숙성 꽃목살(160g) (16,000원); 생갈매기살(150g) (17,000원); 원조 껍데기(160g) (9,000원); 물냉면/비빔냉면 (7,000원); 시골된장찌개 (7,000원); 우렁된장밥 (7,000원); 계란찜(추가) (4,000원)"
가락시장,남원추어탕 가락점,서울 송파구 중대로10길 5-20 1층,https://place.map.kakao.com/10836090,"추어갈매운탕 (소) (20,000원); 추어통매운탕 (소) (25,000원); 추어갈탕 (8,000원); 추어통탕 (10,000원); 튀김 (소) (10,000원); 숙회 (중) (30,000원)"
가락시장,스타벅스 가락시장역점,서울 송파구 중대로 121,https://place.map.kakao.com/17127117,"피치 요거트 블렌디드 (6,500원); 씨솔트 카라멜 콜드 브루 (6,500원); 제주 탄제린 블렌디드 (8,000원); 자몽 망고 코코 프라푸치노 (7,100원); 더블 머스캣 블렌디드 (6,700원); 바나나 아몬드 오트 프라푸치노 (7,900원); 초코 바나나 아몬드 오트 프라푸치노 (7,900원); 제주 말차 요거트 블렌디드 (6,500원); 스타벅스 망고 라떼 (6,500원); 칩 앤 칩 모카 프라푸치노 (6,700원); 스타벅스 꿀 호떡 크림 프라푸치노 (9,300원); 밀크카라멜 라떼 (5,800원); 아이스 밀크카라멜 라떼 (5,800원); 오늘의 커피 (4,500원); 카푸치노 (5,200원); 카페 라떼 (5,200원); 카페 모카 (5,700원); 카페 아메리카노 (4,700원); 카라멜 마키아또 (6,100원); 화이트 초콜릿 모카 (6,100원); 스타벅스 돌체 라떼 (6,100원); 자바 칩 프라푸치노 (6,500원); 망고 바나나 블렌디드 (6,600원); 아이스 자몽 허니 블랙 티 (5,900원); 자몽 허니 블랙 티 (5,900원); 콜드 브루 (5,100원); 디카페인 카페 아메리카노 (5,000원); 디카페인 카페 라떼 (5,500원); 제주 말차 라떼 (6,100원); 돌체 콜드 브루 (6,000원)"
가락시장,통보장어마을 가락점,서울 송파구 송이로 105 1층,https://place.map.kakao.com/1292717586,"풍천장어구이（대） 2마리 (78,000원); 풍천장어구이（특대）1마리 (49,000원); 묵사발 (6,000원); 장어탕 (12,000원); 전복장어탕 (15,000원); 김치말이국수 (6,000원); 김치말이국수 (6,000원); 묵사발 (6,000원); 공기밥 (1,000원)"
가락시장,24시장터순대국,서울 송파구 양재대로 932 농수산물도매시장 가락몰 2관 3층 002-1호,https://place.map.kakao.com/1774893302,"순대국 (9,000원); 미니족 1팩 (12,000원); 모듬수육 (12,000원); 술국 (11,000원); 토종순대 (12,000원); 머리고기수육 (12,000원); 새끼보수육 (12,000원); 오소리수육 (12,000원); 오소리감투순대국 (9,000원)"
가락시장,쪼까니닭꼬치,서울 송파구 송파대로 280-2,https://place.map.kakao.com/301813174,메뉴탭 없음
가락시장,컴포즈커피 경찰병원점,서울 송파구 중대로 135 아이티벤처타워 1층 101-4호,https://place.map.kakao.com/1616226846,"아메리카노 5+1 (10,000원); 빅포즈 아메리카노 (3,500원); 카페라떼 (3,400원); 바닐라라떼 (3,800원); 커피밀크쉐이크 (5,000원); 캔디소다밀크쉐이크 (4,700원); 딸기스무디 (4,300원); 크로플 (2,500원); 생초콜릿라떼 (5,000원); 딸기생초콜릿라떼 (5,000원); 논산에서 온 수박주스 (4,400원); 파인 선셋 스무디 (5,000원); 하와이안 에이드 (3,400원); 리얼믹스커피 (2,900원); 빅포즈 리얼믹스커피 (4,400원); 제로 리얼믹스커피 (3,300원); 빅포즈 제로 리얼믹스커피 (4,800원); 바나나 리얼믹스커피 (3,500원); 빅포즈 바나나 리얼믹스커피 (5,000원); 제로 바나나 리얼믹스커피 (4,000원); 빅포즈 제로 바나나 리얼믹스커피 (5,500원); 레몬 사샷추 (4,000원); 빅포즈 레몬 사샷추 (5,500원); 오렌지 사샷추 (4,200원); 빅포즈 오렌지 사샷추 (5,700원); 레몬 사샷추 콜드브루 (5,500원); 오렌지 사샷추 콜드브루 (5,700원); 헨젤과 프레첼 (5,200원); 라떼는말차야 (5,200원); 커피엔 역시 커피빵 (4,800원)"
가락시장,단골집,서울 송파구 중대로 121 송파롯데캐슬파인힐 1층 101호,https://place.map.kakao.com/1232198642,"뼈해장국(보통) (12,000원); 감자탕(소) (38,000원); 뼈삼겹해장국 (16,000원); 뼈구이(중) (45,000원); 김치뼈찜(중) (50,000원); 김치감자탕(소) (38,000원)"
가락시장,울산숯불갈비,서울 송파구 송파대로30길 41-10 1층,https://place.map.kakao.com/249362934,"한돈 양념돼지갈비 (250g) (18,000원); 한우 치마살육사시미 (100g) (30,000원); 잔치국수 (6,000원); 비빔국수 (6,000원); 된장찌개 (6,000원)"
가락시장,산야초사랑방,서울 송파구 중대로10길 5-11,https://place.map.kakao.com/1870016850,"산야초삼계탕 (15,000원); 동충하초삼계탕 (18,000원); 능이삼계탕 (20,000원); 전복삼계탕 (25,000원); 산양산삼삼계탕 (30,000원); 산야초백숙 (65,000원); 참옻백숙 (75,000원); 동충하초백숙 (80,000원); 능이백숙 (85,000원); 산양산삼백숙 (120,000원); 산야초정식 (점심특선) (8,000원); 산야초솥밥정식 (점심특선) (10,000원); 능이칼국수 (점심특선) (9,000원); 메밀비빔국수 (점심특선) (9,000원); 닭볶음탕(대) (점심특선) (45,000원); 마늘오리구이 (예약시) (60,000원); 삼겹살(1인)(2인이상)(예약시) (15,000원)"
가락시장,배스킨라빈스 가락본동점,서울 송파구 중대로 127 한화오벨리스크 1층 109호,https://place.map.kakao.com/17008932,"쿼터 (18,500원); 파인트 (9,800원); 패밀리 (26,000원); 하프갤론 (31,500원); 골라먹는 27큐브 (29,000원); 아몬드봉봉 레디팩 (10,800원); 더 듬뿍 칸탈로프 멜론빙수 (14,000원); 더 듬뿍 설향딸기 빙수 (14,000원); 더 듬뿍 팥빙수 (14,000원); 핸드팩세트（파인트 4EA） (39,200원); 버라이어티팩 (23,400원); 아이스 바움쿠헨 카페오레 (5,000원); 버터 쿠키 샌드 바닐라 카라멜 (4,800원); 버터 쿠키 샌드 애플 시나몬 (4,800원); 버터 쿠키 샌드 세트 (4개입) (17,700원); 그린티 킷캣 초콜릿 스틱바 (3,700원); 아이스 청크쿠키 샌드 밀크 (5,000원); 아이스 초코 도쿄바나나 쿠키샌드 (5,000원); 아이스 모찌 아몬드봉봉 (3,800원); 미니 아이스 스틱바 바닐라 （3개입） (5,300원); 아이스 모나카 우유 (4,300원); 맥심 모카골드마일드 스틱바 (1,900원); 초코바닐라 아이스모찌 (3,800원); 그린티 아이스모찌 (3,800원); 스트로베리 아이스모찌 (3,800원); 쿠키앤크림 아이스 마카롱 (4,300원); 체리쥬빌레 아이스 마카롱 (4,300원); 소금우유 아이스 모찌 (3,800원); 더 듬뿍 프루티 케이크 (34,000원); 더 듬뿍 복숭아 케이크 (32,000원)"
가락시장,문갓포,서울 송파구 송파대로30길 19-12 1층,https://place.map.kakao.com/1079102762,메뉴탭 없음
가락시장,명동칼국수,서울 송파구 송파대로28길 24 2층,https://place.map.kakao.com/12050170,"칼만두 (9,000원); 칼국수 (8,000원); 떡만두국 (8,000원); 떡칼국수 (9,000원); 떡국 (8,000원); 만두국 (8,000원); 왕만두 (8,000원)"
가락시장,써브웨이 가락시장점,서울 송파구 중대로 109 1층,https://place.map.kakao.com/1736636488,"이탈리안 비엠티 （15cm세트） (11,600원); 에그마요 （15cm세트） (10,300원); 스테이크 & 치즈 （15cm세트） (12,900원); 풀드포크 바비큐 （15cm세트） (12,000원); 로티세리 바비큐 치킨 （15cm세트） (12,200원); 안창 비프&머쉬룸 (15cm세트) (13,300원); 참치 （15cm세트） (10,600원); 안창 비프&머쉬룸 (15cm단품) (9,800원); 에그마요 （15cm단품） (6,800원); 써브웨이 클럽 (15cm단품) (8,400원); 참치 （15cm단품） (7,100원); 참치 （30cm단품） (12,900원); 안창 비프&머쉬룸 (샐러드 단품) (11,900원); 쉬림프 에그마요 (15cm 음료 세트) (13,700원); 쉬림프 (15cm 음료 세트) (11,700원); 스파이시 쉬림프 (15cm 음료 세트) (11,900원); 이탈리안 비엠티 썹픽 (15cm세트) (11,600원); 이탈리안 비엠티 썹픽 (15cm단품) (8,100원); 쉬림프 에그마요 （15cm세트） (14,300원); 쉬림프 （15cm세트） (12,300원); 스파이시 쉬림프 （15cm세트） (12,500원); 안창 비프 (15cm세트) (15,200원); 터키 베이컨 아보카도 (15cm세트) (13,100원); 로스트 치킨 （15cm세트） (12,200원); 써브웨이 클럽 (15cm세트) (11,900원); 치킨데리야끼 （15cm세트） (11,800원); 스파이시 이탈리안 （15cm세트） (11,600원); 비엘티 （15cm세트） (11,500원); 터키 (15cm세트) (11,300원); 머쉬룸 (15cm세트) (10,800원)"
가락시장,호이안로스터리 1호점,서울 송파구 법원로 128 SKV1 GL빌딩 B동 115호,https://place.map.kakao.com/900095185,"에그커피 (6,500원); 아메리카노 (4,100원); 카페라떼 (4,600원); 카카오 (5,000원); 프레쉬 레몬 (3,800원); 에스프레소 더블 (3,800원); 카페모카 (5,000원); 코코넛카카오 (5,300원); 오레오밀크쉐이크 (5,800원); 커피블렌디드 (5,900원); 말차블렌디드 (6,300원); 프레쉬 라임 (5,300원); 프레쉬 패션후르츠 (5,800원); 히비스커스 레몬 (5,800원); 카카오 밀크 쉐이크 (5,800원); 모카 블렌디드 (5,900원); 바닐라 블렌디드 (5,900원); 카라멜 블렌디드 (5,900원); 헤이즐넛 블렌디드 (5,900원); 오레오 블렌디드 (6,300원)"
가락시장,스시사루,서울 송파구 송파대로28길 27,https://place.map.kakao.com/8397671,"해물누룽지탕 (20,000원); 얼큰나가사끼짬뽕탕 (20,000원); 철냄비우동 (15,000원); 매운볶음우동 (20,000원); 해물야끼우동 (20,000원); 해물알탕 (25,000원); 나가사키짬뽕탕 (20,000원); 오뎅탕 (20,000원); 차돌 숙주볶음 (20,000원)"
가락시장,종로빈대떡,서울 송파구 송파대로30길 8 1층,https://place.map.kakao.com/14824377,"해물파전 (15,000원); 감자전 (13,000원); 동태전(러시아산) (12,000원); 김치전 (10,000원); 가오리찜(칠레산) (15,000원); 돼지김치찌개 (12,000원)"
가락시장,아리산,서울 송파구 송파대로27길 30 1층,https://place.map.kakao.com/585274023,"팔보채(소) (38,000원); 칠리중새우(소) (38,000원)"
가락시장,문정냉삼,서울 송파구 동남로2길 4 1층,https://place.map.kakao.com/1759201345,"급냉 삼겹살(180g) (14,000원); 날치알 치즈 볶음밥 (4,000원); 청국장 (7,000원); 된장찌개 (7,000원); 얼큰순두부 (7,000원)"
가락시장,더맛있는족발보쌈 가락점,서울 송파구 양재대로62길 41 1층,https://place.map.kakao.com/1695542712,"（송파구 1등） 당일삶은 프리미엄 족발 (38,000원); 환상의짝궁 족발＋직화불족 (45,000원); 당일삶은 프리미엄 보쌈 (38,000원); 의성마늘 마늘보쌈 (40,000원); 매콤 직화불족 (39,000원); 프리미엄 족.보세트（프리미엄 족발 + 보쌈） (55,000원); 실속 족발 [1.5인분] (33,000원); 실속 보쌈 [1.5인분] (33,000원); 실속 직화불족 [1.5인분] (34,000원); 뼈없이 먹기편한[국내산 순살족발] (44,000원); 3가지를 한번에 모듬족발（족발＋직화불족＋직화마늘족） (60,000원); 실속 직화마늘족 [1.5인분] (34,000원); 의성마늘 직화마늘족 (39,000원); 상콤새콤 냉채족발 (45,000원); 얼큰 순두부찌개 (6,000원); 막국수（1인분) (6,000원); 쟁반막국수 (2~3인분) (10,000원); 날치알주먹밥 (4,000원); 장수막걸리 (3,000원); 참이슬 후레쉬 (4,000원); 처음처럼 (4,000원); 진로이즈백 (4,000원); 새로 (4,000원); 참이슬 오리지널 (4,000원); 청하 (5,000원); 한라산 21 (4,000원); 별빛청하 (5,000원); 카스 (4,000원); 테라 (4,000원); 켈리 (4,000원)"
가락시장,애슐리퀸즈 가락몰점,서울 송파구 양재대로 932 가락몰 1관 3층,https://place.map.kakao.com/525510169,"성인 평일런치 (19,900원); 성인 평일디너 (25,900원); 성인 주말.공휴일 (27,900원); 초등학생 평일런치 (12,900원); 초등학생 평일디너, 주말.공휴일 (15,900원); 미취학 (7,900원)"
가락시장,함스갈비집 가락본점,서울 송파구 송이로20길 12-5 1층,https://place.map.kakao.com/1940204744,"돼지갈비 (200g) (13,000원); 돼지생갈비 (200g) (15,000원); LA갈비 (200g) (19,000원); LA생갈비 (200g) (20,000원)"
가락시장,종로계림닭도리탕원조 송파가락점,"서울 송파구 송파대로28길 24 밀리아나2차오피스텔 1층 103-2, 104호",https://place.map.kakao.com/1029877588,"마늘닭도리탕 (소) (27,000원)"
가락시장,다오세사람들,서울 송파구 양재대로 932 1층 003-1호,https://place.map.kakao.com/1826668654,"민어회(전화문의) (변동가격); 제철 모듬회 (변동가격); 시래기 아구찜 (50,000원); 콩나물국밥 (8,000원)"
가락시장,파리바게뜨 경찰병원역점,서울 송파구 중대로 132 1층,https://place.map.kakao.com/12353680,"저당 그릭요거트 케이크 (13cm) (24,900원); 통단팥 듬뿍 우유팥빙수 (9,900원); 고구마케이크 (조각) (6,100원); 통곡물 베이글 (3,700원); 촉촉한 고칼슘 우유케익 (2,200원); 아이스 아메리카노 (4,000원); 쫄깃담백 루스틱 (half) (4,900원); 단백질 듬뿍 로스트치킨 에그 샐러드 (7,600원); 크리스피 치킨 샐러드 (7,800원); 샐러드빵 (4,700원); 런치 플러스 샌드위치 (7,400원); BIG 아이스 아메리카노 (4,600원); 달콤부드러운 후레쉬크림샌드빵 (5,900원); 부드러운 상미종 생(生)식빵 (4,200원); 버터롤 （5개입） (4,000원); 뜯어먹는롤치즈브레드（1／2） (6,000원); 저당 그릭요거트 미니케이크 (9,900원); 저당 그릭요거트 컵케이크 (5,900원); 멀티그레인 호밀빵 (5,900원); 통곡물 깜빠뉴 (5,900원); 크랜베리 호밀깜빠뉴 (half) (5,900원); [파란라벨] 단백질 로만밀 식빵 (4,300원); [파란라벨] 고식이섬유 통밀 식빵 (5,300원); [파란라벨] 홀그레인 오트 식빵 (4,200원); [파란라벨] 고단백 곡물롤 (4,500원); (No 버터, 계란, 우유) 부드러운 모닝롤 (1,100원); (No 버터, 계란, 우유) 부드러운 모닝롤 (4개입) (3,900원); 튜나 호밀샌드위치 (6,700원); 건강한 치킨에그 샌드위치 (7,500원); 야채샐러드롤 (4,900원)"
가락시장,냠냠물고기 1호점,서울 송파구 송파대로30길 41-21 1층,https://place.map.kakao.com/1887812290,"사시미 (소) (28,000원); 우니 50g (28,000원); 도화새우 3마리 (38,000원); 단새우 9마리 (18,000원); 오토로사시미 (30,000원)"
가락시장,스시야츠,서울 송파구 법원로 128 문정SKV1 GL메트로시티 B동 132-1호,https://place.map.kakao.com/1304916125,"평일 런치 (35,000원); 오마카세 (50,000원); 스페셜 오마카세 (스시+사시미) (70,000원)"
가락시장,치킨팝스,서울 송파구 송파대로30길 8,https://place.map.kakao.com/19038639,"번데기 (11,000원); 포테이토모듬 (16,000원); 돈가스안주 (18,000원); 계란말이 (18,000원); 치즈스틱 (18,000원); 오뎅탕 (18,000원); 새우튀김 (17,000원); 김말이튀김 (16,000원); 무뼈닭발 (25,000원); 골뱅이 (28,000원); 과일 (30,000원); 후라이드치킨 (18,000원); 후라이드반+양념반 (22,000원); 양념치킨 (20,000원); 불닭치킨 (20,000원)"
가락시장,쿼드커피 가락시장역점,서울 송파구 중대로9길 22 1층,https://place.map.kakao.com/637015839,"반반커피 (2,900원); 반반라떼 (4,500원); 반반에이드 (4,700원); 반반해장커피 (3,300원)"
가락시장,우지커피 가락시장역점,서울 송파구 송파대로28길 27 송파성원쌍떼빌 102동 102호,https://place.map.kakao.com/1993559682,"리얼수박주스(ONLY ICE) (6,300원); 리얼수박주스 (1L음료,보틀미포함,ONLY ICE) (9,000원); 할미숫가루(ONLY ICE) (5,000원); 할미숫가루 (1L음료,보틀미포함,ONLY ICE) (7,000원); 딥 망고 컵빙수(ONLY ICE) (7,000원); 아메리카노 (2,500원); [SIGNATURE]딥카페라떼 (4,000원); 복숭아 스무디 (5,400원); 플레인 요거트 스무디 (5,400원); 포켓토스트(에그햄치즈) (5,400원); 하망추(ONLY ICE) (5,700원); 아망수추(ONLY ICE) (5,700원); 아망추(ONLY ICE) (5,400원); 아수추(ONLY ICE) (5,700원); 아망수추 (1L음료,보틀미포함,ONLY ICE) (7,700원); 아망추 (1L음료,보틀미포함,ONLY ICE) (7,400원); 아수추 (1L음료,보틀미포함,ONLY ICE) (7,700원); 딥 밀크쉐이크(ONLY ICE) (5,800원); [아메리카노 4+1] SET (10,000원); 츄러스 + 커피 세트 (5,500원); 츄러스 + 음료 세트 (7,500원); 소금빵 + 커피 세트 (6,700원); 소금빵 + 음료 세트 (8,700원); 피넛크림라떼 (5,800원); 아메리터(1L) (4,000원); 헤이즐넛 아메리카노 (4,200원); 피칸 아메리카노 (4,200원); 꿀 아메리카노 (4,200원); 카페라떼 (4,000원); 바닐라 라떼 (5,000원)"
가락시장,조선본갈비,서울 송파구 송파대로22길 5 1층,https://place.map.kakao.com/397128715,"수제양념갈비(300g) (18,000원); 소고기세트(500g) (72,000원); 눈꽃살(150g) (28,000원); 갈비살(150g) (19,000원); 한우육회(200g) (25,000원); 수제생갈비(250g) (20,000원); 순살갈비(250g) (18,000원); 숙주갈비탕 (14,000원); 한우육회비빔밥 (12,000원); 뚝배기불고기 (12,000원); 한우차돌된장찌개 (10,000원); 수제갈비정식 (점심특선) (17,000원); 옛날불고기 (점심특선) (13,000원); 한우차돌된장+비빕밥 (점심특선) (10,000원)"
가락시장,소정식당,서울 송파구 양재대로 932 가락몰판매동 3관 3층 002-1호,https://place.map.kakao.com/20748253,"매운탕 (2인) (10,000원); 구이 해주는비용 (1kg) (10,000원); 데침 해주는비용 (1kg) (7,000원); 찜 해주는비용 (1kg) (7,000원); 무침,볶음 해주는비용 (1kg) (10,000원); 회양념(1인) (5,000원); 고기상차림(1인) (8,000원); 회,고기상차림(1인) (10,000원); 매운탕 안드실경우 상차림(1인) (7,000원); 매운탕 (3인) (15,000원); 매운탕 (4인) (20,000원); 매운탕 (특대) (30,000원); 지리탕(2인) (10,000원); 지리탕(3인) (15,000원); 지리탕(4인) (20,000원); 지리탕(특대) (30,000원); 샤브(2인) (15,000원); 샤브(3인) (20,000원); 뼈안가져왔을때 매운탕 (25,000원); 전복죽 해주는비용 (1kg) (6,000원)"
가락시장,밀밭,서울 송파구 송파대로28길 27 101동 1층 116~117호,https://place.map.kakao.com/869244875,"손칼국수 (9,000원); 얼큰칼국수 (9,000원); 마제우동 (9,000원); 생등심 돈가스 (10,000원); 냉모밀 (9,000원); 미니돈가스 (5,900원); 공기밥 (1,000원); 손칼국수미니돈가스 (14,000원); 마제우동미니돈가스 (14,000원); 냉모밀미니돈가스 (14,000원); 수제만두튀김2개 (3,900원)"
가락시장,통영항수산민족 가락시장역점,서울 송파구 송파대로30길 19-15 1층,https://place.map.kakao.com/661889304,"조개찜(소) (45,000원); 조개구이(소) (45,000원); 가리비찜(소) (45,000원); 가리비구이(소) (45,000원); 통영굴찜(소) (45,000원); 산낙지샤브(소) (45,000원); 통영항 막회(소) (39,000원); 대광어막회(소) (39,000원); 연어회(소) (35,000원); 대방어회 (변동가격); 통영항 물회 (45,000원); 통영항활어물회 (35,000원); 멍게 (10,000원); 왕새우튀김 (19,000원); 알밥 (9,000원); 해삼 (15,000원); 가리비회 (15,000원); 키조개회 (15,000원); 전복회 (18,000원); 산낙지회 (18,000원)"
가락시장,미다이일식,서울 송파구 송파대로28길 12 밀리아나1차오피스텔 지하1층 B106호,https://place.map.kakao.com/21339788,메뉴탭 없음
가락시장,김대기커피스쿨,"서울 송파구 중대로10길 7-1 경복빌딩 지층, 1층",https://place.map.kakao.com/12983445,"파나마에스메랄다게이샤100g(01%커피) (35,000원); 프리미엄스페셜 커피원두 100g(1%커피) (15,000원); 프리미엄스페셜 커피원두 200g (28,000원); 스페셜커피원두 100g (아주 신선한커피) (9,000원); 스페셜커피원두 200g (아주 신선한커피) (15,000원); 스페셜커피원두 500g (아주 신선한커피) (28,000원); 스페셜커피원두 100g (신선한커피) (6,000원); 스페셜커피원두 200g (신선한커피) (11,000원); 스페셜커피원두 500g (신선한커피) (23,000원); 파나마게이샤 (핸드드립, Hot, Ice) (15,000원); 프리미엄 스페셜커피 (핸드드립, Hot, Ice) (7,000원); 데일리커피 (핸드드립, Hot, Ice) (5,000원); 디카페인(콜롬비아) (핸드드립, Hot, Ice) (5,000원); 유기농우유밀레라떼 (Hot, Ice) (7,500원); 유기농우유카페라떼 (6,000원)"
가락시장,오늘와인한잔 가락시장역점,서울 송파구 송이로20길 19 1층,https://place.map.kakao.com/1617230501,"하몽&멜론 (8,900원); 감바스 알 아히요 (8,900원); 오늘 스테이크 (12,900원); 쉬림프 로제 파스타 (8,900원); 치킨 누룽지 리조또 (9,900원)"
가락시장,메가MGC커피 가락시장역점,서울 송파구 중대로9길 21 센터빌딩 1층,https://place.map.kakao.com/1884576126,메뉴 정보 없음
가락시장,차얌 가락점,서울 송파구 송파대로28길 27 송파성원쌍떼빌,https://place.map.kakao.com/311598124,메뉴 정보 없음
가락시장,동래정 송파가락점,서울 송파구 양재대로62길 47 가락빌딩 1층,https://place.map.kakao.com/1339529598,"정가브리 (180g) (17,000원); 동래목살 (180g) (16,000원); 1+통삼겹(180g) (16,000원); 미갈매기(180g) (16,000원); 제주산방 물 밀면 (7,000원); 제주산방 비빔 밀면 (7,000원); 해물 순두부찌개 (7,000원); 시골 청국장 (7,000원)"
가락시장,더 보담,서울 송파구 중대로12길 10-21 1층,https://place.map.kakao.com/1103259408,"아메리카노(Bara/Boda) (3,500원); 카페라떼 (4,000원); 플랫화이트 (4,000원); 플랫말차 (4,000원); 바닐라라떼 (5,000원); 연유라떼 (5,000원); 레몬에이드 (5,000원); 자몽에이드 (5,000원); 모히또에이드 (5,000원); 자몽주스 (5,000원); 캐모마일 (5,000원); 루이보스 (5,000원); 페퍼민트 (5,000원); 크림슨펀치 (5,000원); 레몬핫티 (5,000원); 자몽핫티 (5,000원); 유자차(거제도) (5,000원); 더보담스프라떼 (5,000원); 유자차 (5,000원); 말차크림라떼 (5,000원); 케이크 (5,500원); 크로칸슈 (4,000원); 다쿠아즈 (3,500원); 마카롱 (2,800원)"
가락시장,크라운호프 가락직영점,서울 송파구 양재대로62길 48 남양빌딩 1층,https://place.map.kakao.com/1539167622,메뉴 정보 없음
가락시장,하시라도,서울 송파구 양재대로62길 31-6,https://place.map.kakao.com/27382286,"우삼겹말이새우찜(세이로무시)(당일 한정수량 판매) (29,000원); 올리브유마늘홍새우구이(당일 한정수량 판매) (22,000원); 차돌국물떡볶이(면사리 추가가능) (20,000원); 중화풍닭날개볶음(당일 한정수량 판매) (20,000원); 레몬마요 에비카츠(당일 한정수량 판매) (20,000원)"
가락시장,포하임 가락점,서울 송파구 중대로 121 1층,https://place.map.kakao.com/26349486,"안심 쌀국수 (13,000원); 양지 쌀국수 (12,500원); 안심과 양지 쌀국수 (12,500원); 안심과 차돌박이 쌀국수 (12,500원); 양지와 차돌박이 쌀국수 (12,500원); 칠리 볶음밥 (14,000원); 소고기 볶음밥 (15,000원); 닭가슴살 볶음밥 (14,000원); 해산물 팟 타이 (14,500원); 스프링롤 (6,000원); 안심과 차돌박이, 양지 쌀국수 (12,500원); 1인세트 미니쌀국수 & 파인애플볶음밥 (19,000원); 1인세트 미니쌀국수 & 칠리볶음밥 (19,000원); 파인애플 볶음밥 (14,000원); 사천（해산물）볶음 쌀국수 (15,000원); 닭가슴살 팟 타이 (14,500원); 숯불돼지고기와 에그롤, 버미셀리 비빔 쌀국수 (14,500원); 숯불닭고기와 에그롤, 버미셀리 비빔 쌀국수 (14,500원); 소고기 플랫 누들 (15,000원); 갈비 쌀국수 (14,500원); 해산물 칠리 쌀국수 (14,500원); 에그롤 (5,500원); 쉬림프 롤 (6,000원); 칠리 윙 4pcs (7,500원); 하임즈 모듬 세트 (12,500원); 칠리 윙 10pcs (16,000원); 하임즈 점보 세트 (18,500원); 깐풍기 (22,500원); 월남쌈 커플세트 (43,000원); 월남쌈 (36,000원)"
가락시장,만찬식당,"서울 송파구 양재대로 932 가락몰 5관 3층 004-1,006-1호",https://place.map.kakao.com/1849469955,"매운탕 2인 (10,000원); 회상차림 1인 (5,000원); 매운탕없는 상차림 1인 (8,000원); 고기상차림 1인 (8,000원); 회+고기상차림 1인 (8,000원)"
