역,이름,주소,상세보기,메뉴
수서,반가안동국시,서울 강남구 광평로46길 5,https://place.map.kakao.com/24529781,"수육 (소) (40,000원); 하회정식 (32,000원); 국시 (14,000원); 국밥 (14,000원); 모듬전 (소) (32,000원); 반가정식 (28,000원); 수육(대) (52,000원); 모듬전(대) (40,000원); 코다리더덕구이 (32,000원); 녹두전 (22,000원); 메밀묵(소) (23,000원); 메밀묵(대) (28,000원); 문어숙회(소) (39,000원); 문어숙회(대) (49,000원); 안동정식 (39,000원); 메밀묵밥 (14,000원); 떡만두국 (15,000원)"
수서,일미원,서울 강남구 광평로46길 5-6,https://place.map.kakao.com/8044586,"복튀김(중) (35,000원); 복매운탕(1인분) (30,000원); 복지리(1인분) (30,000원); 북수육(대) (150,000원); 복찜(중) (60,000원); 복탕수육(중) (35,000원); 아구찜(중) (55,000원); 아구탕(중) (55,000원)"
수서,서래향 수서점,서울 강남구 광평로51길 6-9 1층,https://place.map.kakao.com/1655913908,"북경오리 (100,000원); 우럭간장 소스찜 (100,000원); 불도장 (70,000원); 가르비 마늘찜 (40,000원); 오향장육 (40,000원)"
수서,구찌라쿠,서울 강남구 광평로 280 로즈데일오피스텔 지하2층 B102호,https://place.map.kakao.com/9657256,"고추 소유 히레카츠 정식 (16,000원); 마늘카레 히레카츠 정식 (16,000원); 치즈 쇼유 히레카츠 정식 (16,000원); 치즈 마늘 돈카츠정식 (19,000원); 쇼유 돈카츠 정식 (13,000원); 쇼유 히레(안심)카츠 정식 (14,000원); 왕 쇼유 히레카츠 정식 (19,000원); 핫 쇼유 돈카츠 정식 (14,000원); 우동 히레카츠 정식 (12,000원); 모밀 히레카츠 (12,000원); 모밀 쇼유 히레카츠 (14,000원); 가츠동 정식 (14,000원); 모밀 고추쇼유 히레카츠 (16,000원); 고추쇼유 가츠동 정식 (16,000원); 치즈 토마토 스파게티 (12,000원); 쇼유 히레 토마토 스파게티 (14,000원); 히레 치즈 토마토 스파게티 (16,000원); 수제 돈카츠 정식 (11,000원); 생선 카츠 정식 (14,000원); 히레(안심)카츠 정식 (12,000원)"
수서,대흥정,서울 강남구 광평로46길 5-4,https://place.map.kakao.com/20007819,"육회(180g) (33,000원); 생목살(180g) (19,000원); 생등심(150g) (42,000원); 생불고기(150g) (21,000원); 차돌박이(160g) (32,000원); LA갈비(250g) (24,000원); 갈비살(150g) (18,000원); 돼지갈비(250g) (21,000원); 삼겹살(180g) (19,000원); 곱창전골(2인이상주문가능) (22,000원); 제육볶음 (12,000원); 생불고기(점심특선) (14,000원); 전복갈비탕 (20,000원); 왕갈비탕 (16,000원); 우렁쌈밥 (12,000원); 우렁+제육쌈밥 (16,000원); 육회비빔밥 (15,000원); 소머리국밥 (12,000원); 등심떡국 (10,000원); 차돌된장 (10,000원); 우렁된장 (10,000원); 묵사발 (10,000원); 냉면 (9,000원)"
수서,파리바게뜨 수서점,서울 강남구 광평로51길 8 1층 103호,https://place.map.kakao.com/8114940,"저당 그릭요거트 케이크 (13cm) (24,900원); 통단팥 듬뿍 우유팥빙수 (9,900원); 고구마케이크 (조각) (6,100원); 통곡물 베이글 (3,700원); 촉촉한 고칼슘 우유케익 (2,200원); 아이스 아메리카노 (4,000원); [파란라벨] 홀그레인 오트 식빵 (4,200원); 카페모카빵 (4,900원); 미니호두아몬드크림치즈빵（5개입） (5,100원); 고소한 옥수수식빵 (4,100원); 저당 그릭요거트 미니케이크 (9,900원); 저당 그릭요거트 컵케이크 (5,900원); 쫄깃담백 루스틱 (half) (4,900원); 멀티그레인 호밀빵 (5,900원); 통곡물 깜빠뉴 (5,900원); 크랜베리 호밀깜빠뉴 (half) (5,900원); [파란라벨] 단백질 로만밀 식빵 (4,300원); [파란라벨] 고식이섬유 통밀 식빵 (5,300원); [파란라벨] 고단백 곡물롤 (4,500원); (No 버터, 계란, 우유) 부드러운 모닝롤 (1,100원); (No 버터, 계란, 우유) 부드러운 모닝롤 (4개입) (3,900원); 튜나 호밀샌드위치 (6,700원); 건강한 치킨에그 샌드위치 (7,500원); 야채샐러드롤 (4,900원); 햄에그 곡물롤 (2,900원); 치킨에그 통곡물 샌드위치 (7,500원); 바질리코타 호밀 샌드위치 (6,700원); 연어&리코타 호밀빵 샌드위치 (9,200원); 홀그레인오트 칠리크랩 샌드위치 (8,700원); 발사믹 드레싱 (3개입) (3,700원)"
수서,스시야 본점,서울 강남구 광평로 280 로즈데일오피스텔 1층 117호,https://place.map.kakao.com/557102020,"특모듬초밥 12p (19,000원); 냉소바+모듬초밥6p (15,000원); 치킨가라아게 (20,000원); 스시야초밥 12p (29,000원); 활어회덮밥 (14,000원); 유부우동+모듬초밥6p (15,000원)"
수서,삼대국수회관,서울 강남구 광평로 280 로즈데일오피스텔 지하2층,https://place.map.kakao.com/19189391,"삼대국수 (10,000원); 멸치국수 (9,000원); 비빔국수 (9,000원); 왕만둣국 (10,000원); 어묵국수 (10,000원); 물만두 (7,000원)"
수서,순대실록 수서점,서울 강남구 광평로 246 1층,https://place.map.kakao.com/569234910,"순댓국 정식 (13,000원); 전통 순댓국 (8,000원); 시래기 순댓국 (9,000원); 살코기 순댓국 (9,000원); 뼈 해장국 (8,000원); 곱창 순댓국 (11,000원)"
수서,제주몬트락 수서직영점,서울 강남구 광평로51길 6-15 1층,https://place.map.kakao.com/1045367635,"흑돼지 한마리(3~4인 추천) (125,000원); 숙성40세트(40일 드라이에이징) (99,000원); 아방세트(3~4인 추천) 제주돼지 한마리(백돼지) (119,000원)"
수서,놀부포차,서울 강남구 밤고개로1길 30 1층,https://place.map.kakao.com/18822030,"오돌뼈 (15,000원); 뼈없는닭발 (15,000원); 두부김치 (20,000원); 돼지껍데기 (15,000원); 계란탕 (12,000원)"
수서,신평양찹쌀순대,서울 강남구 광평로51길 6-11 2층,https://place.map.kakao.com/21332065,"뼈해장국 (10,000원); 순대국 (9,000원); 양평해장국 (10,000원); 내장탕 (13,000원); 양육개장 (9,000원); 사골떡만두국 (8,000원); 모듬순대 (소) (20,000원); 참쌀순대 (중) (15,000원); 순대곱창전골 (중) (25,000원); 감자탕 (35,000원)"
수서,효미역 수서본점,서울 강남구 광평로 240 1층,https://place.map.kakao.com/1357490959,"가자미미역국 (11,000원); 활전복 가자미미역국 (16,000원); 조개미역국 (12,000원); 소고기미역국 (13,000원); 활전복 소고기미역국 (18,000원)"
수서,춘향골남원추어탕 수서점,서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하1층 B114호,https://place.map.kakao.com/404085921,"삼계탕 (12,000원)"
수서,전주현대옥 서울수서점,서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하2층 B218~B219-1호,https://place.map.kakao.com/1388631998,"고추군만두튀김한접시 (6,500원); 김치전맛보기 (6,000원); 순대모둠한접시 (10,000원); 한돈편육한접시 (11,000원); 부산땡초어묵한접시 (9,000원); 부산전통어묵맛보기 (4,500원); 오징어튀김한접시 (11,000원); 만두한접시 (5,000원); 메밀전병 (4,000원); 별미콩나물밥 (9,500원); 곤드레밥 (9,500원); 시래기국밥 (8,000원); 수육국밥 (10,000원); 황태콩나물국밥 (9,000원); 순한두부찌개 (9,000원); 오징어사리 (3,000원); 전주남부시장식 콩나물국밥 (8,000원); 전주끓이는식 콩나물국밥 (8,000원); 얼큰돼지국밥 (10,000원); 큰오징어데침한접시 (13,000원)"
수서,스타벅스 수서역사거리점,서울 강남구 광평로 280 로즈데일오피스텔 1층,https://place.map.kakao.com/1547831802,"피치 요거트 블렌디드 (6,500원); 씨솔트 카라멜 콜드 브루 (6,500원); 제주 탄제린 블렌디드 (8,000원); 자몽 망고 코코 프라푸치노 (7,100원); 더블 머스캣 블렌디드 (6,700원); 바나나 아몬드 오트 프라푸치노 (7,900원); 초코 바나나 아몬드 오트 프라푸치노 (7,900원); 제주 말차 요거트 블렌디드 (6,500원); 스타벅스 망고 라떼 (6,500원); 칩 앤 칩 모카 프라푸치노 (6,700원); 스타벅스 꿀 호떡 크림 프라푸치노 (9,300원); 밀크카라멜 라떼 (5,800원); 아이스 밀크카라멜 라떼 (5,800원); 오늘의 커피 (4,500원); 카푸치노 (5,200원); 카페 라떼 (5,200원); 카페 모카 (5,700원); 카페 아메리카노 (4,700원); 카라멜 마키아또 (6,100원); 화이트 초콜릿 모카 (6,100원); 스타벅스 돌체 라떼 (6,100원); 자바 칩 프라푸치노 (6,500원); 망고 바나나 블렌디드 (6,600원); 아이스 자몽 허니 블랙 티 (5,900원); 자몽 허니 블랙 티 (5,900원); 콜드 브루 (5,100원); 디카페인 카페 아메리카노 (5,000원); 디카페인 카페 라떼 (5,500원); 제주 말차 라떼 (6,100원); 돌체 콜드 브루 (6,000원)"
수서,판교집 수서직영점,서울 강남구 광평로 280 로즈데일오피스텔 지하2층 B137호,https://place.map.kakao.com/2022738026,"듀록 냉동 쫄목살(150g) (11,000원); 한돈급냉삼겹살+흑돼지쫄목살+껍데기 (42,000원); 솔트에이징 생상겹+솔트에이징 생목살+껍데기 (53,000원); 솔트에이징 생상겹(150g) (16,000원); 솔트에이징 생목살(150g) (14,000원); 한우 육회 한접시 (12,000원); 한우 육사시미 (18,000원); 된장술국 (4,000원); 차돌 된장찌개 (8,000원); 한돈볶음밥 (6,000원); 껍데기 (7,000원); 물냉면 (7,000원); 비빔면 (7,000원)"
수서,메가MGC커피 수서역점,서울 강남구 광평로 280 로즈데일오피스텔 지하2층 B128호,https://place.map.kakao.com/1524588092,메뉴 정보 없음
수서,광양불고기수서,서울 강남구 광평로56길 10,https://place.map.kakao.com/161409474,"살치살(1인분) (40,000원); 꽃등심(1인분) (33,000원); 갈비살(1인분) (19,000원); 오겹살(1인분) (15,900원); 목살소금구이(1인분) (14,000원)"
수서,사위식당 수서점,서울 강남구 광평로 280 로즈데일오피스텔 1층 115호,https://place.map.kakao.com/1236000539,"낙곱새(1인분) (14,000원); 소뽈살수육 (45,000원); 낙새(1인분) (14,000원); 낙삼새(1인분) (14,000원); 한우대창덮밥 (12,000원)"
수서,발해족발,서울 강남구 밤고개로1길 30 1층 108호,https://place.map.kakao.com/17146533,"발해 족발 앞발 (37,000원); 반반족발（발해족발반＋매운족발반） (43,000원); 보족세트 (45,000원); 매운 족발 (39,000원); 보쌈 (38,000원); 삼합 (43,000원); 홍어 족발 (62,000원)"
수서,59년왕십리포차,서울 강남구 광평로 280 로즈데일오피스텔 지하2층 B110호,https://place.map.kakao.com/21447066,"황십리 왕 당면곱창 (18,000원); 포항 구룡포 과메기 (30,000원); 대하 소금구이 (12,000원); 오삼불고기 (18,000원); 석화 (12,000원)"
수서,하남돼지집 수서역점,서울 강남구 광평로51길 6-5 1층,https://place.map.kakao.com/27326063,메뉴 정보 없음
수서,미태리 수서역점,서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하1층 B122호,https://place.map.kakao.com/1686460174,"에이드 (4,000원); 아메리카노 (2,500원); 크림 파스타 (7,800원); 알리오 올리오 (7,300원); 토마토 파스타 (6,800원); 페퍼로니 피자 (8,800원)"
수서,황금유황오리전문점 부추덕,서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하1층 B107호,https://place.map.kakao.com/1045826686,"오리불고기 (반) (35,000원); 오리로스구이 (반) (35,000원); 훈제구이 (반) (37,000원); 오리탕 (중) (37,000원); 훈제정식 (점심특선) (11,000원); 얼큰오리탕 (점심특선) (12,000원); 오리불고기/오리로스 (점심특선) (12,000원)"
수서,수서골 실내포장마차,서울 강남구 광평로56길 8-13,https://place.map.kakao.com/13147127,메뉴 정보 없음
수서,신의주찹쌀순대 수서점,서울 강남구 광평로 280 로즈데일오피스텔 1층 114호,https://place.map.kakao.com/884823484,메뉴 정보 없음
수서,백채김치찌개 수서역점,서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하2층 B217호,https://place.map.kakao.com/820822006,"김치찌개 (10,000원); 1인 세트 (13,000원)"
수서,24시 무인카페 만월경 수서역점,서울 강남구 광평로51길 22 수서 한아름아파트단지상가 1층 106호,https://place.map.kakao.com/1842722358,"연한아메리카노 (1,500원); 진한아메리카노 (1,800원); 카페라떼 (2,300원); 카페모카 (2,900원); 바닐라라떼 (2,900원); 복숭아메리카노 (2,700원); 리얼초코라떼 (2,700원); 고구마라떼 (2,900원); 과일에이드 (2,500원); 복숭아아이스티 (1,900원); 과일티 (2,100원); 마카롱 (2,100원); 르뱅쿠키 (2,900원); 휘낭시에 (2,300원); 생크림스콘 (2,800원); 파운드케이크 (초코/밤) (2,900원); 햄치즈에그샌드위치 (2,300원); 카라멜 마끼아또 (3,100원); 스콘 (2,500원); 아워티 (캐모마일, 얼그레이, 민트티, 루이보스, 우롱티) (2,900원)"
수서,할리스 수서점,서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하1층 125호,https://place.map.kakao.com/27588066,메뉴 정보 없음
수서,모모텐동,서울 강남구 광평로47길 17 신동아아파트 상가 1층 110호,https://place.map.kakao.com/874249088,"모모텐동 (13,000원); 스폐셜텐동 (19,000원); 리틀모모 (12,000원); 새우텐동 (14,500원); 인삼텐동 (17,000원); 연어장 (포장 불가) (16,000원); 바질토마토 (3,500원); 인삼튀김 (4,000원); 모듬튀김 (31,000원)"
수서,버거스하이,서울 강남구 광평로 295 사이룩스오피스텔 동관 1층 103호,https://place.map.kakao.com/1958925554,"클래식 더블 하이 버거 (10,900원); 아보 더블 하이 버거 (11,900원); 고구마프라이 (12,000원); 치즈버거 (8,900원); 할라파 더블 하이 버거 (11,400원); 트래블 하이 버거 (12,900원); 프렌치프라이 (8,000원); 캘리포니아프라이 (11,000원)"
수서,황금식당,서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하1층 109호,https://place.map.kakao.com/308121772,"황금정식 (6,000원); 떡갈비정식 (7,000원); 생오겹살(1인) (12,000원); 뼈해장국 (7,000원); 감자탕(소) (25,000원)"
수서,밤고개포차,서울 강남구 광평로51길 6-5 나성빌딩 지하1층,https://place.map.kakao.com/1830276866,"차돌 숙주볶음 (20,000원); 왕계란말이 (17,000원); 베이컨 감자채전 (17,000원); 오뎅탕 (18,000원); 만두계란탕 (18,000원); 김치찌개 (18,000원); 냄비김치우동 (18,000원); 돼지고기 짜글이 (19,000원); 매운 오뎅탕 (19,000원); 불곱창&차돌 볶음 (23,000원); 두부김치제육 (22,000원); 밤고개 치즈불닭 (22,000원); 닭갈비 구이 (21,000원); 오돌뼈+주먹밥 (19,000원); 무뼈닭발 (19,000원); 국물닭발 (19,000원); 통마늘 닭똥집 (19,000원); 오징이볶음 (19,000원); 해물 떡볶이 (19,000원); 고등어 구이 (16,000원); 시샤모 구이 (16,000원); 감바스 (22,000원); 갈릭버터새우 (22,000원); 마약먹태 (17,000원); 노가리 (16,000원); 한치 (16,000원); 마른오징어 (17,000원); 마른안주모듬 (20,000원); 골뱅이소면 (20,000원); 오징어숙회 (19,000원); 고르곤졸라피자 (17,000원); 갈릭치즈나쵸 (13,000원); 부추전 (16,000원); 김치전 (16,000원); 후라이드 치킨 (19,000원); 옛날등심돈까스 (19,000원); 케이준 감자튀김 (15,000원); 미니 쥐포튀김 (13,000원); 인삼튀김 (25,000원); 꼬막찜 (계절안주) (25,000원); 꼬막전 (계절안주) (20,000원); 생굴 (계절안주) (25,000원); 굴전 (계절안주) (25,000원); 홍합탕 (계절안주) (20,000원)"
수서,모노치즈 수서점,서울 강남구 밤고개로1길 10 지하1층 112호,https://place.map.kakao.com/1605919708,"크림치즈 홀 (3,800원); 연어크림치즈 홀 (6,200원); 닭가슴살 샐러드 (4,500원); 리코타치즈 샐러드 (4,700원); 불고기 파니니 (5,300원)"
수서,매머드익스프레스 수서역점,서울 강남구 광평로51길 8 로얄프라자 1층 113호,https://place.map.kakao.com/864539630,메뉴 정보 없음
수서,공차 수서역점,서울 강남구 밤고개로1길 10 수서현대벤쳐빌오피스텔 지하1층 B140~B141호,https://place.map.kakao.com/22300401,"브라운슈가 시그니처 밀크티+펄 L (6,100원); 브라운슈가 시그니처 밀크티+미니펄 L (6,100원); 츄잉 망고 밀크 (6,300원); 그릭요거트&자몽 밀크티 크러쉬 (6,800원); 그릭요거트&딸기 밀크티 크러쉬 (6,800원); 그릭요거트&밀크티 크러쉬 (6,200원); 로얄 밀크티 팥 빙수 쉐이크L (7,200원); 말차 팥 빙수 쉐이크L (7,200원); 블랙밀크티＋펄 L (5,400원); 블랙밀크티＋펄 J (6,700원); 제주그린밀크티 + 펄 L (5,800원); 우롱티＋코코넛＋밀크폼 L (5,700원); 흑당 두부 밀크 + 미니펄 (6,100원); 우롱 밀크티 L (4,800원); 초코바른 민트 쿠키 스무디 (6,200원); 초코바른 트리플 초코 스무디 (6,200원); 멜론 멜론 밀크티 (5,600원); 멜론 멜론 젤리 밀크티 (5,800원); 멜론 멜론 젤리 크러쉬 (6,200원); 청귤 요거티 크러쉬 + 핑크펄 (6,300원); 레몬 요구르트 스무디 + 핑크펄 (5,800원); 그릭 요거트 & 망고 밀크티 크러쉬 (6,800원); 브라운슈가 시그니처 밀크티+펄 J (7,200원); 브라운슈가 시그니처 밀크티+미니펄 J (7,200원); 딸기 말차 크러쉬 (5,800원); 아메리카노 L (4,200원); 아메리카노 J (4,700원); 타로밀크티+펄 L (5,400원); 타로밀크티+펄 J (6,700원); 제주그린밀크티 + 펄 J (7,100원)"
수서,밀탑 수서역점,서울 강남구 광평로 280 로즈데일오피스텔 1층 123호,https://place.map.kakao.com/226215598,"빙수 1 SET (22,500원); 멜론 빙수 (14,500원); 밀크 빙수 Milk Bingsoo (12,000원); 프리미엄 생망고 빙수 (20,500원); 오곡 빙수 Mixed Grains Bingsoo (13,000원); 단팥죽 (10,500원); 꿀호떡 (2,800원); 번트 치즈케이크 （Burnt Cheese Cake） (7,200원); 아메리카노 Americano (4,700원); 팥 라떼 Red Bean Latte (6,000원); 빙수 2 SET (38,500원); 수박 빙수 (16,900원); 커피 빙수 Coffee Bingsoo (12,000원); 과일 빙수 Fruit Bingsoo (14,000원); 녹차 빙수 Green Tea Bingsoo (12,000원); 흑임자빙수 Black Sesame Bingsoo (16,500원); 미숫가루 인절미 Original Ingeolmi (6,500원); 카스텔라 인절미 Castella Ingeolmi (6,500원); 흑임자 인절미 Black Sesame Ingeolmi (6,800원); 다쿠아즈 소금 (3,200원); 다쿠아즈 딸기 (3,200원); 다쿠아즈 초코 (3,200원); 우유 크림롤 （Milk Cream Roll） (6,000원); 당근 케이크 （Carrot Cake） (7,200원); 발로나 헤이즐럿 초코 케이크 (7,200원); 한라봉 얼그레이 케이크 (7,200원); 레드벨벳 크림치즈 르뱅쿠키 (4,300원); 얼그레이 레몬 르뱅쿠키 (4,300원); 생크림 스콘 (3,500원); 오트밀 레이즌 쿠키 (2,500원)"
수서,더리얼펍 수서점,"서울 강남구 광평로51길 8 2층 201,202호",https://place.map.kakao.com/23108244,"오뎅탕 (21,000원); 얼큰해물짬뽕탕 (24,000원); 부대찌개 (22,000원); 얼큰번데기 (16,000원); 돼지고기김치찌개 (23,000원); 닭볶음탕 (28,000원); 훈제오리돌판구이 (27,000원); 냉채족발 (35,000원); 훈제족발 (30,000원)"
수서,멕시카나치킨 수서점,서울 강남구 광평로47길 17 신동아아파트 상가,https://place.map.kakao.com/19128011,"[New] 치필링 반반 (26,000원); 치필링 (25,000원); 양념치킨 (22,000원); 치토스치킨 (23,000원); [New] 치필링HOT (26,000원); 1989오리진후라이드 (19,000원); 마늘간장치킨 (23,000원); 고매치킨 (23,000원); 후라이드치킨 (20,000원); 반반치킨（후라이드＋양념） (22,000원); 팔도비빔치킨 (25,000원); 마늘알마니치킨 (24,000원); 모두의마요치킨 (22,000원); 눈꽃치즈치킨 (23,000원); 땡초치킨 (23,000원); 파닭 (23,000원); 허니벌꿀치킨 (22,000원); 깐풍요리치킨 (24,000원); 순살세트 (28,000원); 치즈스틱 (3개) (3,000원); 소떡소떡 (1개) (3,000원); 더블치즈볼 (5개) (5,000원); 멕시감자 (200g) (4,000원); 모래집후라이드 (12,000원); 무추가 (1,000원); 매운양념소스(40g) (1,000원); 마늘큐브소스(180g) (3,000원); 엔젤코코소스（40g） (1,000원); 갈릭디핑소스（40g） (1,000원); 양념소스 추가 (1,000원)"
수서,바나프레소 수서역점,서울 강남구 광평로51길 8,https://place.map.kakao.com/1625961515,메뉴탭 없음
수서,수서동커피집,서울 강남구 광평로46길 5,https://place.map.kakao.com/731082842,"아메리카노 (4,400원); 생강차 (SEASON) (6,200원); 팥빙수 (SEASON) (12,000원); 에스프레소 (4,400원); 디카페인 (5,200원); 카페라떼 (4,900원); 카푸치노 (4,900원); 바닐라라떼 (5,400원); 연유라떼 (5,400원); 카페모카 (5,400원); 카라멜마키아또 (5,400원); 아포카토 (5,900원); 레몬에이드 (4,800원); 자몽에이드 (4,800원); 플레인요거트 스무디 (5,400원); 딸기요거트 스무디 (5,600원); 블루베리요거트 스무디 (5,600원); 유자 스무디 (5,400원); 홍시 스무디 (5,400원); 녹차라떼 (4,600원); 초코라떼 (4,600원); 밀크티라떼 (4,600원); 검은콩라떼 (4,600원); 아이스티 (4,800원); 카모마일 (4,200원); 페퍼민트 (4,200원); 녹차 (4,200원); 얼그레이 (4,200원); 유자차 (SEASON) (6,200원); 오미자차 (SEASON) (6,200원); 인절미빙수 (SEASON) (12,000원); 망고빙수 (SEASON) (11,000원)"
수서,가원궁마을숯불갈비,서울 강남구 광평로 234,https://place.map.kakao.com/1392972465,"수제양념소갈비(280g) (38,000원); 참 숯불 돼지갈비 (28,000원); 생 삼겹살(150g) (18,000원); 생 목살(150g) (18,000원); 갈비탕 (15,000원); 한우 불고기(150g) (32,000원)"
